"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2016-06-10,"Dragons FC G02",1,"MVP Marauders White G02",1,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-10,"GS Surf B G02",3,"FC Edmonds Black Ice G02",0,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-10,"Mukilteo Rush Nero G02",0,"Harbor Premier White G02",2,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-10,"Seattle United Tango G02",1,"Vancouver United Comets G02",1,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-10,"Teton FC G98",0,"PVSC United Synergy White G01",3,"Yellowstone Cup Gold","neutral","neutral","Grass"
2016-06-10,"Real Middleton CF Fiorentina G00",4,"Teton FC G98",0,"Yellowstone Cup Gold","neutral","neutral","Grass"
2016-06-10,"PVSC United Synergy White G01",2,"BYSL Odyssey Black G00",1,"Yellowstone Cup Gold","neutral","neutral","Grass"
2016-06-11,"MVP Marauders White G02",0,"Mukilteo Rush Nero G02",0,"Starfire Spring Classic GU15","neutral","neutral","Unk"
2016-06-11,"Harbor Premier White G02",0,"Dragons FC G02",0,"Starfire Spring Classic GU15","neutral","neutral","Unk"
2016-06-11,"Vancouver United Comets G02",0,"GS Surf B G02",0,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-11,"FC Edmonds Black Ice G02",0,"Seattle United Tango G02",1,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-11,"Vancouver United Comets G02",2,"FC Edmonds Black Ice G02",1,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-11,"GS Surf B G02",3,"Seattle United Tango G02",2,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-11,"Harbor Premier White G02",1,"MVP Marauders White G02",0,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-11,"Dragons FC G02",2,"Mukilteo Rush Nero G02",1,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-11,"Teton FC G98",1,"BYSL Odyssey Black G00",1,"Yellowstone Cup Gold","neutral","neutral","Grass"
2016-06-11,"PVSC United Synergy White G01",1,"Real Middleton CF Fiorentina G00",4,"Yellowstone Cup Gold","neutral","neutral","Grass"
2016-06-11,"BYSL Odyssey Black G00",1,"Real Middleton CF Fiorentina G00",7,"Yellowstone Cup Gold","neutral","neutral","Grass"
2016-06-11,"Real Middleton CF Fiorentina G00",3,"PVSC United Synergy White G01",1,"Yellowstone Cup Gold","neutral","neutral","Grass"
2016-06-12,"GS Surf B G02",1,"Harbor Premier White G02",0,"Starfire Spring Classic GU15","neutral","neutral","Turf"
2016-06-17,"MVP Marauders Navy G02",1,"WA Rush G02",3,"Rainier Challenge Samba U15","neutral","neutral","Grass"
2016-06-17,"PacNW Gold G02",3,"Harbor Premier Green G02",2,"Rainier Challenge Samba U15","neutral","neutral","Grass"
2016-06-17,"PacNW White G02",1,"Highline Premier Blue G02",5,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-17,"FC Portland Navy G02",0,"WPFC Black G02",0,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-17,"FWFC Blue G02",2,"WA Rush Nero G02",1,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-17,"Crossfire Premier B G02",6,"GS Surf C G03",1,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"PacNW Gold G02",1,"MVP Marauders Navy G02",0,"Rainier Challenge Samba U15","neutral","neutral","Grass"
2016-06-18,"Harbor Premier Green G02",1,"WA Rush G02",2,"Rainier Challenge Samba U15","neutral","neutral","Grass"
2016-06-18,"MVP Marauders Navy G02",2,"Harbor Premier Green G02",2,"Rainier Challenge Samba U15","neutral","neutral","Grass"
2016-06-18,"WA Rush G02",2,"PacNW Gold G02",4,"Rainier Challenge Samba U15","neutral","neutral","Grass"
2016-06-18,"Highline Premier Blue G02",2,"FWFC Blue G02",1,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-18,"WA Rush Nero G02",2,"FC Portland Navy G02",0,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-18,"WPFC Black G02",0,"PacNW White G02",1,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-18,"WPFC Black G02",1,"FWFC Blue G02",2,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-18,"Highline Premier Blue G02",3,"FC Portland Navy G02",2,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-18,"WA Rush Nero G02",1,"PacNW White G02",0,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-18,"NC Alliance FC G02",0,"NW United Black G02",2,"Skagit Firecracker U15","neutral","neutral","Grass"
2016-06-18,"NW United Red G02",2,"Whatcom FC Rangers White G02",2,"Skagit Firecracker U15","neutral","neutral","Grass"
2016-06-18,"NW United Black G02",6,"NW United Red G02",0,"Skagit Firecracker U15","neutral","neutral","Grass"
2016-06-18,"Whatcom FC Rangers White G02",1,"NC Alliance FC G02",5,"Skagit Firecracker U15","neutral","neutral","Grass"
2016-06-18,"Crossfire Select Miller G02",7,"Cascade FC Green G02",1,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"Bellevue United Blue Angels G02",7,"Seattle United NE Blue G02",0,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"Seattle United NE Blue G02",1,"Crossfire Select Miller G02",1,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"Bellevue United Blue Angels G02",9,"Cascade FC Green G02",0,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"Snohomish United Red G02",0,"Chilliwack FC Selects G02",6,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"Crossfire Premier B G02",9,"Snohomish United Red G02",0,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"Chilliwack FC Selects G02",2,"GS Surf C G03",3,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"WA East G02",1,"Wenatchee FC Black G02",2,"US Club Regionals 2002","neutral","neutral","Grass"
2016-06-18,"ISC Gunners A G02",1,"Three Rivers SC Black G02",2,"US Club Regionals 2002","neutral","neutral","Grass"
2016-06-18,"GS Surf B G02",2,"MRFC Blue G02",5,"US Club Regionals 2002","neutral","neutral","Grass"
2016-06-19,"PacNW Gold G02",0,"WA Rush G02",2,"Rainier Challenge Samba U15","neutral","neutral","Grass"
2016-06-19,"Highline Premier Blue G02",1,"WA Rush Nero G02",2,"Rainier Challenge Copa U15","neutral","neutral","Grass"
2016-06-19,"NW United Black G02",5,"Whatcom FC Rangers White G02",0,"Skagit Firecracker U15","neutral","neutral","Grass"
2016-06-19,"NC Alliance FC G02",5,"NW United Red G02",0,"Skagit Firecracker U15","neutral","neutral","Grass"
2016-06-19,"NW United Black G02",NaN,"NC Alliance FC G02",NaN,"Skagit Firecracker U15","neutral","neutral","Grass"
2016-06-19,"Crossfire Select Miller G02",0,"Bellevue United Blue Angels G02",3,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"Cascade FC Green G02",0,"Seattle United NE Blue G02",3,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"Chilliwack FC Selects G02",1,"Crossfire Premier B G02",6,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"GS Surf C G03",4,"Snohomish United Red G02",0,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"Bellevue United Blue Angels G02",2,"Crossfire Premier B G02",3,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"ISC Gunners A G02",1,"MRFC Blue G02",2,"US Club Regionals 2002","neutral","neutral","Grass"
2016-06-19,"Wenatchee FC Black G02",0,"Three Rivers SC Black G02",2,"US Club Regionals 2002","neutral","neutral","Grass"
2016-06-19,"GS Surf B G02",0,"WA East G02",3,"US Club Regionals 2002","neutral","neutral","Grass"
2016-06-20,"GS Surf B G02",0,"Three Rivers SC Black G02",1,"US Club Regionals 2002","neutral","neutral","Grass"
2016-06-20,"MRFC Blue G02",0,"Wenatchee FC Black G02",2,"US Club Regionals 2002","neutral","neutral","Grass"
